Data Entrada,Data Saída,Direção,Tipo,Preço Entrada,Preço Saída,P&L (%),Motivo Saída
2022-10-26 00:00:00+00:00,2022-10-27 00:00:00+00:00,LONG,L Trend,20770.4414,19969.2226,-3.8575,Alvo Atingido
2022-11-08 00:00:00+00:00,2022-11-10 00:00:00+00:00,LONG,L Pullback,18541.2715,17586.7715,-5.148,Reversão L→S
2022-11-10 00:00:00+00:00,2022-11-11 00:00:00+00:00,SHORT,S Trend,17586.7715,19502.2777,-10.8917,Alvo Atingido
2022-11-23 00:00:00+00:00,2022-12-04 00:00:00+00:00,SHORT,S Pullback,16610.707,17130.4863,-3.1292,Reversão S→L
2022-12-04 00:00:00+00:00,2022-12-05 00:00:00+00:00,LONG,L Trend,17130.4863,16208.8208,-5.3803,Alvo Atingido
2022-12-16 00:00:00+00:00,2022-12-24 00:00:00+00:00,LONG,L Pullback,16647.4844,16847.7559,1.203,Fim Tendência (Cinza)
2022-12-25 00:00:00+00:00,2022-12-30 00:00:00+00:00,SHORT,S Trend,16841.9863,16416.0601,2.529,Alvo Atingido
2023-01-04 00:00:00+00:00,2023-01-09 00:00:00+00:00,SHORT,S Pullback,16863.2383,17196.5547,-1.9766,Fim Tendência (Cinza)
2023-01-10 00:00:00+00:00,2023-01-11 00:00:00+00:00,LONG,L Trend,17446.293,17310.6947,-0.7772,Alvo Atingido
2023-01-30 00:00:00+00:00,2023-02-09 00:00:00+00:00,LONG,L Pullback,22840.1387,21819.0391,-4.4706,Fim Tendência (Cinza)
2023-02-10 00:00:00+00:00,2023-02-11 00:00:00+00:00,SHORT,S Trend,21651.1836,23592.0877,-8.9644,Alvo Atingido
2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,SHORT,S Pullback,24307.8418,24829.1484,-2.1446,Reversão S→L
2023-02-20 00:00:00+00:00,2023-02-21 00:00:00+00:00,LONG,L Trend,24829.1484,24497.8779,-1.3342,Alvo Atingido
2023-02-24 00:00:00+00:00,2023-02-27 00:00:00+00:00,LONG,L Pullback,23198.127,23522.8711,1.3999,Fim Tendência (Cinza)
2023-02-28 00:00:00+00:00,2023-03-01 00:00:00+00:00,SHORT,S Trend,23147.3535,23178.1803,-0.1332,Alvo Atingido
2023-03-13 00:00:00+00:00,2023-03-17 00:00:00+00:00,SHORT,S Pullback,24197.5332,27423.9297,-13.3336,Reversão S→L
2023-03-17 00:00:00+00:00,2023-03-18 00:00:00+00:00,LONG,L Trend,27423.9297,23571.3748,-14.0482,Alvo Atingido
2023-04-02 00:00:00+00:00,2023-04-11 00:00:00+00:00,LONG,L Pullback,28199.3086,30426.3847,7.8976,Alvo Atingido
2023-04-17 00:00:00+00:00,2023-04-22 00:00:00+00:00,LONG,L Pullback,29445.0449,27817.5,-5.5274,Reversão L→S
2023-04-22 00:00:00+00:00,2023-04-23 00:00:00+00:00,SHORT,S Trend,27817.5,29120.4919,-4.6841,Alvo Atingido
2023-04-27 00:00:00+00:00,2023-05-01 00:00:00+00:00,SHORT,S Pullback,29473.7871,28279.2057,4.053,Alvo Atingido
2023-05-05 00:00:00+00:00,2023-05-08 00:00:00+00:00,SHORT,S Pullback,29534.3848,27937.7884,5.4059,Alvo Atingido
2023-05-23 00:00:00+00:00,2023-05-31 00:00:00+00:00,SHORT,S Pullback,27225.7266,27219.6582,0.0223,Reversão S→L
2023-05-31 00:00:00+00:00,2023-06-08 00:00:00+00:00,LONG,L Trend,27219.6582,26508.2168,-2.6137,Fim Tendência (Cinza)
2023-06-09 00:00:00+00:00,2023-06-10 00:00:00+00:00,SHORT,S Trend,26480.375,25817.9582,2.5015,Alvo Atingido
2023-06-16 00:00:00+00:00,2023-06-21 00:00:00+00:00,SHORT,S Pullback,26327.4629,30027.2969,-14.0531,Reversão S→L
2023-06-21 00:00:00+00:00,2023-06-22 00:00:00+00:00,LONG,L Trend,30027.2969,27227.406,-9.3245,Alvo Atingido
2023-07-05 00:00:00+00:00,2023-07-17 00:00:00+00:00,LONG,L Pullback,30514.166,30145.8887,-1.2069,Reversão L→S
2023-07-17 00:00:00+00:00,2023-07-18 00:00:00+00:00,SHORT,S Trend,30145.8887,30470.1097,-1.0755,Alvo Atingido
2023-08-01 00:00:00+00:00,2023-08-13 00:00:00+00:00,SHORT,S Pullback,29675.7324,29282.9141,1.3237,Fim Tendência (Cinza)
2023-08-14 00:00:00+00:00,2023-08-17 00:00:00+00:00,LONG,L Trend,29408.4434,26664.5508,-9.3303,Reversão L→S
2023-08-17 00:00:00+00:00,2023-08-18 00:00:00+00:00,SHORT,S Trend,26664.5508,27950.5676,-4.8229,Alvo Atingido
2023-08-29 00:00:00+00:00,2023-09-14 00:00:00+00:00,SHORT,S Pullback,27727.3926,26539.6738,4.2836,Fim Tendência (Cinza)
2023-09-15 00:00:00+00:00,2023-09-16 00:00:00+00:00,LONG,L Trend,26608.6934,26177.7141,-1.6197,Alvo Atingido
2023-09-26 00:00:00+00:00,2023-09-28 00:00:00+00:00,LONG,L Pullback,26217.25,27216.2676,3.8105,Alvo Atingido
2023-10-10 00:00:00+00:00,2023-10-14 00:00:00+00:00,LONG,L Pullback,27391.0195,26861.707,-1.9324,Fim Tendência (Cinza)
2023-10-15 00:00:00+00:00,2023-10-17 00:00:00+00:00,SHORT,S Trend,27159.6523,28415.748,-4.6249,Fim Tendência (Cinza)
2023-10-18 00:00:00+00:00,2023-10-19 00:00:00+00:00,LONG,L Trend,28328.3418,28663.0847,1.1817,Alvo Atingido
2023-11-05 00:00:00+00:00,2023-11-09 00:00:00+00:00,LONG,L Pullback,35049.3555,37464.1145,6.8896,Alvo Atingido
2023-11-12 00:00:00+00:00,2023-11-24 00:00:00+00:00,LONG,L Pullback,37054.5195,37720.2812,1.7967,Fim Tendência (Cinza)
2023-11-26 00:00:00+00:00,2023-12-02 00:00:00+00:00,LONG,L Trend,37479.1211,39591.1515,5.6352,Alvo Atingido
2023-12-11 00:00:00+00:00,2023-12-29 00:00:00+00:00,LONG,L Pullback,41243.832,42099.4023,2.0744,Reversão L→S
2023-12-29 00:00:00+00:00,2023-12-30 00:00:00+00:00,SHORT,S Trend,42099.4023,42903.4121,-1.9098,Alvo Atingido
2024-01-01 00:00:00+00:00,2024-01-03 00:00:00+00:00,SHORT,S Pullback,44167.332,42566.501,3.6245,Alvo Atingido
2024-01-04 00:00:00+00:00,2024-01-06 00:00:00+00:00,SHORT,S Pullback,44179.9219,43989.1953,0.4317,Fim Tendência (Cinza)
2024-01-07 00:00:00+00:00,2024-01-08 00:00:00+00:00,LONG,L Trend,43943.0977,45438.8891,3.4039,Alvo Atingido
2024-01-12 00:00:00+00:00,2024-01-16 00:00:00+00:00,LONG,L Pullback,42853.168,43154.9453,0.7042,Reversão L→S
2024-01-16 00:00:00+00:00,2024-01-17 00:00:00+00:00,SHORT,S Trend,43154.9453,43155.9054,-0.0022,Alvo Atingido
2024-01-27 00:00:00+00:00,2024-02-03 00:00:00+00:00,SHORT,S Pullback,42120.0547,42992.25,-2.0707,Fim Tendência (Cinza)
2024-02-04 00:00:00+00:00,2024-02-05 00:00:00+00:00,LONG,L Trend,42583.582,42736.7351,0.3597,Alvo Atingido
2024-02-22 00:00:00+00:00,2024-02-26 00:00:00+00:00,LONG,L Pullback,51304.9727,54689.1704,6.5962,Alvo Atingido
2024-03-15 00:00:00+00:00,2024-03-22 00:00:00+00:00,LONG,L Pullback,69403.7734,63778.7617,-8.1048,Reversão L→S
2024-03-22 00:00:00+00:00,2024-03-23 00:00:00+00:00,SHORT,S Trend,63778.7617,70104.6528,-9.9185,Alvo Atingido
2024-03-31 00:00:00+00:00,2024-04-01 00:00:00+00:00,SHORT,S Pullback,71333.6484,68877.7961,3.4428,Alvo Atingido
2024-04-08 00:00:00+00:00,2024-04-11 00:00:00+00:00,SHORT,S Pullback,71631.3594,70060.6094,2.1928,Fim Tendência (Cinza)
2024-04-12 00:00:00+00:00,2024-04-14 00:00:00+00:00,LONG,L Trend,67195.8672,65738.7266,-2.1685,Reversão L→S
2024-04-14 00:00:00+00:00,2024-04-15 00:00:00+00:00,SHORT,S Trend,65738.7266,66884.9183,-1.7436,Alvo Atingido
2024-04-22 00:00:00+00:00,2024-04-25 00:00:00+00:00,SHORT,S Pullback,66837.6797,62913.2942,5.8715,Alvo Atingido
2024-05-03 00:00:00+00:00,2024-05-16 00:00:00+00:00,SHORT,S Pullback,62889.8359,65231.582,-3.7236,Fim Tendência (Cinza)
2024-05-17 00:00:00+00:00,2024-05-18 00:00:00+00:00,LONG,L Trend,67051.875,63669.5714,-5.0443,Alvo Atingido
2024-05-29 00:00:00+00:00,2024-06-13 00:00:00+00:00,LONG,L Pullback,67578.0938,66756.3984,-1.2159,Reversão L→S
2024-06-13 00:00:00+00:00,2024-06-14 00:00:00+00:00,SHORT,S Trend,66756.3984,68180.8119,-2.1337,Alvo Atingido
2024-06-30 00:00:00+00:00,2024-07-04 00:00:00+00:00,SHORT,S Pullback,62678.293,58960.256,5.9319,Alvo Atingido
2024-07-10 00:00:00+00:00,2024-07-16 00:00:00+00:00,SHORT,S Pullback,57742.4961,65097.1484,-12.737,Fim Tendência (Cinza)
2024-07-17 00:00:00+00:00,2024-07-18 00:00:00+00:00,LONG,L Trend,64118.793,59565.2495,-7.1017,Alvo Atingido
2024-07-30 00:00:00+00:00,2024-08-05 00:00:00+00:00,LONG,L Pullback,66201.0156,53991.457,-18.4432,Reversão L→S
2024-08-05 00:00:00+00:00,2024-08-06 00:00:00+00:00,SHORT,S Trend,53991.457,63825.8147,-18.2147,Alvo Atingido
2024-08-17 00:00:00+00:00,2024-08-25 00:00:00+00:00,SHORT,S Pullback,59478.9727,64333.543,-8.1618,Reversão S→L
2024-08-25 00:00:00+00:00,2024-08-26 00:00:00+00:00,LONG,L Trend,64333.543,60569.0624,-5.8515,Alvo Atingido
2024-08-28 00:00:00+00:00,2024-09-03 00:00:00+00:00,LONG,L Pullback,59027.625,57431.0234,-2.7048,Reversão L→S
2024-09-03 00:00:00+00:00,2024-09-04 00:00:00+00:00,SHORT,S Trend,57431.0234,57658.3498,-0.3958,Alvo Atingido
2024-09-10 00:00:00+00:00,2024-09-16 00:00:00+00:00,SHORT,S Pullback,57648.7109,58192.5078,-0.9433,Fim Tendência (Cinza)
2024-09-17 00:00:00+00:00,2024-09-18 00:00:00+00:00,LONG,L Trend,60308.5391,59091.0917,-2.0187,Alvo Atingido
2024-09-30 00:00:00+00:00,2024-10-07 00:00:00+00:00,LONG,L Pullback,63329.5,62236.6602,-1.7256,Fim Tendência (Cinza)
2024-10-08 00:00:00+00:00,2024-10-09 00:00:00+00:00,SHORT,S Trend,62131.9688,62250.6241,-0.191,Alvo Atingido
2024-10-14 00:00:00+00:00,2024-10-16 00:00:00+00:00,SHORT,S Pullback,66046.125,67612.7188,-2.372,Reversão S→L
2024-10-16 00:00:00+00:00,2024-10-17 00:00:00+00:00,LONG,L Trend,67612.7188,66028.3383,-2.3433,Alvo Atingido
2024-10-25 00:00:00+00:00,2024-10-28 00:00:00+00:00,LONG,L Pullback,66642.4141,69821.4593,4.7703,Alvo Atingido
2024-11-01 00:00:00+00:00,2024-11-06 00:00:00+00:00,LONG,L Pullback,69482.4688,73092.251,5.1952,Alvo Atingido
2024-11-25 00:00:00+00:00,2024-12-12 00:00:00+00:00,LONG,L Pullback,93102.2969,100043.0,7.4549,Fim Tendência (Cinza)
2024-12-16 00:00:00+00:00,2024-12-17 00:00:00+00:00,LONG,L Trend,106029.7188,106562.0038,0.502,Alvo Atingido
2024-12-18 00:00:00+00:00,2024-12-21 00:00:00+00:00,LONG,L Pullback,100041.5391,97224.7266,-2.8156,Fim Tendência (Cinza)
2024-12-22 00:00:00+00:00,2024-12-23 00:00:00+00:00,SHORT,S Trend,95104.9375,99526.4659,-4.6491,Alvo Atingido
2025-01-03 00:00:00+00:00,2025-01-08 00:00:00+00:00,SHORT,S Pullback,98107.4297,93144.4432,5.0587,Alvo Atingido
2025-01-14 00:00:00+00:00,2025-01-17 00:00:00+00:00,SHORT,S Pullback,96534.0469,104462.0391,-8.2126,Reversão S→L
2025-01-17 00:00:00+00:00,2025-01-18 00:00:00+00:00,LONG,L Trend,104462.0391,98954.6401,-5.2722,Alvo Atingido
2025-01-27 00:00:00+00:00,2025-02-05 00:00:00+00:00,LONG,L Pullback,102087.6875,96615.4453,-5.3603,Reversão L→S
2025-02-05 00:00:00+00:00,2025-02-06 00:00:00+00:00,SHORT,S Trend,96615.4453,100324.1672,-3.8386,Alvo Atingido
2025-02-19 00:00:00+00:00,2025-02-24 00:00:00+00:00,SHORT,S Pullback,96635.6094,92400.1435,4.3829,Alvo Atingido
2025-03-02 00:00:00+00:00,2025-03-03 00:00:00+00:00,SHORT,S Pullback,94248.3516,87016.0209,7.6737,Alvo Atingido
2025-03-05 00:00:00+00:00,2025-03-07 00:00:00+00:00,SHORT,S Pullback,90623.5625,85100.0726,6.095,Alvo Atingido
2025-03-14 00:00:00+00:00,2025-03-23 00:00:00+00:00,SHORT,S Pullback,83969.1016,86054.375,-2.4834,Fim Tendência (Cinza)
2025-03-24 00:00:00+00:00,2025-03-25 00:00:00+00:00,LONG,L Trend,87498.9141,84033.3522,-3.9607,Alvo Atingido
2025-03-29 00:00:00+00:00,2025-04-02 00:00:00+00:00,LONG,L Pullback,82597.5859,85651.8552,3.6978,Alvo Atingido
2025-04-02 00:00:00+00:00,2025-04-07 00:00:00+00:00,LONG,L Pullback,82485.7109,79235.3359,-3.9405,Fim Tendência (Cinza)
2025-04-08 00:00:00+00:00,2025-04-09 00:00:00+00:00,SHORT,S Trend,76271.9531,79896.6793,-4.7524,Alvo Atingido
2025-04-09 00:00:00+00:00,2025-04-10 00:00:00+00:00,SHORT,S Pullback,82573.9531,79551.1074,3.6608,Alvo Atingido
2025-04-11 00:00:00+00:00,2025-04-15 00:00:00+00:00,SHORT,S Pullback,83404.8359,83668.9922,-0.3167,Fim Tendência (Cinza)
2025-04-16 00:00:00+00:00,2025-04-17 00:00:00+00:00,LONG,L Trend,84033.8672,84427.2776,0.4682,Alvo Atingido
2025-05-04 00:00:00+00:00,2025-05-08 00:00:00+00:00,LONG,L Pullback,94315.9766,100473.3955,6.5285,Alvo Atingido
2025-05-15 00:00:00+00:00,2025-05-21 00:00:00+00:00,LONG,L Pullback,103744.6406,110188.6028,6.2114,Alvo Atingido
2025-05-23 00:00:00+00:00,2025-06-01 00:00:00+00:00,LONG,L Pullback,107287.7969,105652.1016,-1.5246,Fim Tendência (Cinza)
2025-06-02 00:00:00+00:00,2025-06-03 00:00:00+00:00,SHORT,S Trend,105881.5312,106876.9826,-0.9402,Alvo Atingido
2025-06-09 00:00:00+00:00,2025-06-13 00:00:00+00:00,SHORT,S Pullback,110294.1016,104578.3821,5.1823,Alvo Atingido
2025-06-23 00:00:00+00:00,2025-06-28 00:00:00+00:00,SHORT,S Pullback,105577.7734,107327.7031,-1.6575,Fim Tendência (Cinza)
2025-06-29 00:00:00+00:00,2025-06-30 00:00:00+00:00,LONG,L Trend,108385.5703,108675.7434,0.2677,Alvo Atingido
2025-07-20 00:00:00+00:00,2025-08-02 00:00:00+00:00,LONG,L Pullback,117300.7891,112526.9141,-4.0698,Reversão L→S
2025-08-02 00:00:00+00:00,2025-08-03 00:00:00+00:00,SHORT,S Trend,112526.9141,116682.7593,-3.6932,Alvo Atingido
2025-08-10 00:00:00+00:00,2025-08-14 00:00:00+00:00,SHORT,S Pullback,119306.7578,118359.5781,0.7939,Reversão S→L
2025-08-14 00:00:00+00:00,2025-08-19 00:00:00+00:00,LONG,L Trend,118359.5781,112831.1797,-4.6709,Fim Tendência (Cinza)
2025-08-20 00:00:00+00:00,2025-08-21 00:00:00+00:00,SHORT,S Trend,114274.7422,113583.6525,0.6048,Alvo Atingido
2025-08-22 00:00:00+00:00,2025-08-24 00:00:00+00:00,SHORT,S Pullback,116874.0859,112827.9124,3.462,Alvo Atingido
2025-09-03 00:00:00+00:00,2025-09-12 00:00:00+00:00,SHORT,S Pullback,111723.2109,116101.5781,-3.9189,Reversão S→L
2025-09-12 00:00:00+00:00,2025-09-13 00:00:00+00:00,LONG,L Trend,116101.5781,113407.8857,-2.3201,Alvo Atingido
2025-09-22 00:00:00+00:00,2025-09-27 00:00:00+00:00,LONG,L Pullback,112748.5078,109681.9453,-2.7198,Reversão L→S
2025-09-27 00:00:00+00:00,2025-09-28 00:00:00+00:00,SHORT,S Trend,109681.9453,110717.7051,-0.9443,Alvo Atingido
2025-09-29 00:00:00+00:00,2025-10-02 00:00:00+00:00,SHORT,S Pullback,114400.3828,120681.2578,-5.4903,Fim Tendência (Cinza)
2025-10-03 00:00:00+00:00,2025-10-04 00:00:00+00:00,LONG,L Trend,122266.5312,118793.4655,-2.8406,Alvo Atingido
2025-10-10 00:00:00+00:00,2025-10-14 00:00:00+00:00,LONG,L Pullback,113214.3672,113118.6641,-0.0845,Reversão L→S
2025-10-14 00:00:00+00:00,2025-10-15 00:00:00+00:00,SHORT,S Trend,113118.6641,115107.2628,-1.758,Alvo Atingido
2025-10-25 00:00:00+00:00,2025-10-30 00:00:00+00:00,SHORT,S Pullback,111641.7266,106379.1991,4.7138,Alvo Atingido
2025-10-31 00:00:00+00:00,2025-11-04 00:00:00+00:00,SHORT,S Pullback,109556.1641,104863.1718,4.2836,Alvo Atingido
2025-11-10 00:00:00+00:00,2025-11-12 00:00:00+00:00,SHORT,S Pullback,105996.5938,100850.8012,4.8547,Alvo Atingido
2025-11-26 00:00:00+00:00,2025-12-06 00:00:00+00:00,SHORT,S Pullback,90518.3672,89272.375,1.3765,Fim Tendência (Cinza)
2025-12-07 00:00:00+00:00,2025-12-08 00:00:00+00:00,LONG,L Trend,90405.6406,88019.6468,-2.6392,Alvo Atingido
2025-12-15 00:00:00+00:00,2025-12-19 00:00:00+00:00,LONG,L Pullback,86419.7812,88103.3828,1.9482,Fim Tendência (Cinza)
2025-12-20 00:00:00+00:00,2026-01-03 00:00:00+00:00,SHORT,S Trend,88344.0,90603.1875,-2.5573,Fim Tendência (Cinza)
2026-01-04 00:00:00+00:00,2026-01-05 00:00:00+00:00,LONG,L Trend,91413.4922,90422.7591,-1.0838,Alvo Atingido
2026-01-19 00:00:00+00:00,2026-01-23 00:00:00+00:00,LONG,L Pullback,92553.5938,89503.875,-3.2951,Fim Tendência (Cinza)
2026-01-24 00:00:00+00:00,2026-01-25 00:00:00+00:00,SHORT,S Trend,89110.7344,90277.5687,-1.3094,Alvo Atingido
2026-02-14 00:00:00+00:00,2026-02-28 00:00:00+00:00,SHORT,S Pullback,69767.625,66995.8594,3.9729,Fim Tendência (Cinza)
2026-03-01 00:00:00+00:00,2026-03-02 00:00:00+00:00,LONG,L Trend,65738.1016,64220.8938,-2.308,Alvo Atingido
2026-03-19 00:00:00+00:00,2026-03-24 00:00:00+00:00,LONG,L Pullback,69912.7891,71075.9609,1.6637,Fim do Período
